"csd_ref","name","asa_grav [m²/g]","asa_vol [m²/cm³]","av_vf","pore_volume [cm³/g]","density [g/cm³]","nexc [wt. %]","uptake_grav [wt. %]","uptake_vol [g H2/L]","metal1","metal2","metal3","oms","lcd [Å]","pld [Å]","LFPD [Å]","symmetry_space_group","cell_length_a","cell_length_b","cell_length_c","cell_angle_alpha","cell_angle_beta","cell_angle_gamma","cell_volume [Å³]","cas1","norm_name1","name1","mol_mass1 [g/mol]","smile_cam1","smile_can1","linker1","vendor_name1","max_amount1 [g]","rel_price1 [€/g]","min_purity1","cas2","norm_name2","name2","mol_mass2 [g/mol]","smile_cam2","smile_can2","linker2","vendor_name2","max_amount2 [g]","rel_price2 [g/€]","min_purity2","cas3","norm_name3","name3","mol_mass3 [g/mol]","smile_cam3","smile_can3","linker3","vendor_name3","max_amount3 [g]","rel_price3 [€/g]","min_purity3"
"LENGAO","",1983.18,1920.56,0.68,0.7,0.97,3.82,4.85,49.33,"Cd","","","Yes",9.04,6.63,8.95,"P21/c",16.78,43.41,12.16,90.0,93.69,90.0,8839.64,"","","4,4',4'',4''',4'''',4'''''-(1,3,5,2,4,6-triazatriphosphinine-2,2,4,4,6,6-hexaylhexakis(oxy))hexabenzoate",960.6,"N1P(NP(NP1(OC1=CC=C(C(=O)O)C=C1)OC1=CC=C(C(=O)O)C=C1)(OC1=CC=C(C(=O)O)C=C1)OC1=CC=C(C(=O)O)C=C1)(OC1=CC=C(C(=O)O)C=C1)OC1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)OP1(Oc2ccc(cc2)C(=O)O)NP(Oc2ccc(cc2)C(=O)O)(Oc2ccc(cc2)C(=O)O)NP(N1)(Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEVDIB","",2768.51,2135.54,0.7,0.91,0.77,4.82,6.15,50.51,"Cu","","","Yes",12.81,4.06,12.68,"R32",18.57,18.57,52.21,90.0,90.0,120.0,15586.7,"","","5,5'-(6,6'-Dichloro-2,2'-diethoxy-1,1'-binaphthalene-4,4'-diyl)diisophthalate",739.5,"ClC=1C=C2C(=CC(=C(C2=CC1)C1=C(C=C(C2=CC(=CC=C12)Cl)C=1C=C(C=C(C(=O)O)C1)C(=O)O)OCC)OCC)C=1C=C(C=C(C(=O)O)C1)C(=O)O","CCOc1cc(c2cc(cc(c2)C(=O)O)C(=O)O)c2c(c1c1c(OCC)cc(c3c1ccc(c3)Cl)c1cc(cc(c1)C(=O)O)C(=O)O)ccc(c2)Cl","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIBHAH","PCN-53",2117.36,1549.44,0.79,1.08,0.73,3.99,6.03,46.98,"Fe","","","Yes",22.25,16.59,22.25,"Fd-3m",50.82,50.82,50.82,90.0,90.0,90.0,131228.17,"","","benzo[1,2-b:3,4-b':6,5-b'']tristhiophene-2,5,8-tricarboxylate","","S1C2=C(C=C1C(=O)O)C=1SC(=CC1C1=C2SC(=C1)C(=O)O)C(=O)O","OC(=O)c1cc2c(s1)c1sc(cc1c1c2cc(s1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIKDOA","ZJU-36",3650.16,1957.94,0.82,1.52,0.54,5.91,8.55,50.16,"Cu","","","Yes",18.48,9.42,18.48,"Fm-3m",33.62,33.62,33.62,90.0,90.0,90.0,37989.65,"","","3,5-bis(2-carboxylateethenyl)benzoate",262.21,"C(=O)(O)C=CC=1C=C(C(=O)O)C=C(C1)C=CC(=O)O","OC(=O)C=Cc1cc(C=CC(=O)O)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIKGUJ","ZJU-35",1824.95,1881.99,0.68,0.66,1.03,3.61,4.59,49.59,"Cu","","","Yes",13.56,7.04,13.56,"Fm-3m",29.83,29.83,29.83,90.0,90.0,90.0,26545.47,"","","5-(2-Carboxylateethenyl)benzene-1,3-dicarboxylate",236.18,"C(=O)(O)C=CC=1C=C(C=C(C1)C(=O)O)C(=O)O","OC(=O)C=Cc1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPQOR","",2151.05,1931.52,0.66,0.74,0.9,4.03,5.11,48.4,"Cu","","","Yes",9.96,4.34,9.96,"R-3",24.78,24.78,26.49,90.0,90.0,120.0,14082.95,"","","4-(3-Pyridinyl)-1,2,4-triazole",146.15,"N1=CC(=CC=C1)N1C=NN=C1","c1ccc(cn1)n1cnnc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LITCIC","",2226.26,1974.54,0.64,0.72,0.89,4.13,5.13,47.93,"Ni","","","Yes",7.2,4.16,7.2,"P-1",11.08,16.58,16.6,68.53,89.21,89.17,2838.07,"","","5,5'-(2,3,6,7-Tetramethoxyanthracene-9,10-diyl)diisophthalate",626.6,"COC1=CC2=C(C3=CC(=C(C=C3C(=C2C=C1OC)C=1C=C(C=C(C(=O)O)C1)C(=O)O)OC)OC)C=1C=C(C=C(C(=O)O)C1)C(=O)O","COc1cc2c(c3cc(cc(c3)C(=O)O)C(=O)O)c3cc(OC)c(cc3c(c2cc1OC)c1cc(cc(c1)C(=O)O)C(=O)O)OC","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOFJAT","ZJU-61",3159.86,2339.25,0.73,0.98,0.74,5.3,6.69,53.04,"Cu","","","Yes",11.75,5.78,10.91,"P63/mmc",18.62,18.62,34.15,90.0,90.0,120.0,10250.49,"","","5,5'-(9-Oxo-9H-fluorene-2,7-diyl)di-isophthalate",508.4,"O=C1C2=CC(=CC=C2C=2C=CC(=CC12)C=1C=C(C=C(C(=O)O)C1)C(=O)O)C=1C=C(C=C(C(=O)O)C1)C(=O)O","O=C1c2cc(ccc2-c2c1cc(cc2)c1cc(cc(c1)C(=O)O)C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC","",1438.22,1483.45,0.56,0.54,1.03,3.11,3.88,41.68,"Mn","","","Yes",7.52,5.65,7.51,"C2/c",18.28,15.03,16.44,90.0,112.03,90.0,4188.14,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC01","",1434.12,1471.97,0.57,0.55,1.03,3.11,3.91,41.75,"Mn","","","Yes",7.7,5.87,7.69,"C2/c",18.41,15.04,16.34,90.0,111.54,90.0,4208.75,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC02","",1445.6,1488.42,0.56,0.55,1.03,3.12,3.92,42.0,"Mn","","","Yes",7.67,5.86,7.65,"C2/c",18.41,15.01,16.34,90.0,111.68,90.0,4195.59,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC03","",1426.13,1463.18,0.57,0.55,1.03,3.1,3.9,41.65,"Mn","","","Yes",7.68,5.84,7.66,"C2/c",18.41,15.04,16.36,90.0,111.58,90.0,4210.42,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC04","",1423.54,1461.4,0.57,0.55,1.03,3.09,3.9,41.65,"Mn","","","Yes",7.68,5.88,7.67,"C2/c",18.42,15.03,16.36,90.0,111.67,90.0,4207.93,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNAC05","",1429.95,1474.3,0.56,0.55,1.03,3.1,3.9,41.9,"Mn","","","Yes",7.62,5.81,7.57,"C2/c",18.34,15.05,16.34,90.0,111.81,90.0,4189.91,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFNEG","",1250.83,1466.56,0.5,0.43,1.17,2.87,3.4,41.29,"Mn","","","Yes",4.77,3.98,4.75,"P21/n",14.92,15.6,16.44,90.0,105.61,90.0,3684.39,"","","5-((Pyridin-4-ylmethyl)amine)isophthalate",272.26,"N1=CC=C(C=C1)CNC=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUTZEH","MOFF-4",2540.14,1424.55,0.82,1.47,0.56,4.53,7.47,45.25,"Cu","","","Yes",27.97,12.57,27.97,"Fm-3m",47.33,47.33,47.33,90.0,90.0,90.0,105998.42,"","","1,3,5-tris(4-Carboxylate-2,3,5,6-tetrafluorophenyl)benzene",654.3,"C(=O)(O)C1=C(C(=C(C(=C1F)F)C1=CC(=CC(=C1)C1=C(C(=C(C(=C1F)F)C(=O)O)F)F)C1=C(C(=C(C(=C1F)F)C(=O)O)F)F)F)F","OC(=O)c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)c1c(F)c(F)c(c(c1F)F)C(=O)O)c1c(F)c(F)c(c(c1F)F)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAFJIO","",3156.94,2445.7,0.72,0.93,0.77,5.3,6.55,54.27,"Cu","","","Yes",10.25,5.2,9.76,"P6322",18.58,18.58,22.69,90.0,90.0,120.0,6782.56,"","","1,3-bis(3,5-dicarboxylatephenexy)propane",404.324,"C(=O)(O)C=1C=C(OCCCOC2=CC(=CC(=C2)C(=O)O)C(=O)O)C=C(C1)C(=O)O","OC(=O)c1cc(OCCCOc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAHCEG","",4046.05,2149.05,0.81,1.53,0.53,6.39,8.91,51.97,"Zn","Cu","","Yes",18.52,7.97,18.52,"I23",33.76,33.76,33.76,90.0,90.0,90.0,38461.47,"","","10-(4-carboxylatephenyl)-10H-phenoxazine-3,7-dicarboxylate","","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAHCIK","",4024.19,2171.35,0.8,1.49,0.54,6.37,8.79,52.0,"Zn","","","Yes",18.78,7.81,18.78,"I23",33.6,33.6,33.6,90.0,90.0,90.0,37928.99,"","","10-(4-carboxylatephenyl)-10H-phenoxazine-3,7-dicarboxylate","","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAHCOQ","",4071.57,2147.45,0.8,1.52,0.53,6.43,8.91,51.58,"Co","Zn","","Yes",18.84,7.96,18.84,"I23",33.78,33.78,33.78,90.0,90.0,90.0,38558.63,"","","10-(4-carboxylatephenyl)-10H-phenoxazine-3,7-dicarboxylate","","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","C(=O)(O)C1=CC=C(C=C1)N1C2=CC=C(C=C2OC=2C=C(C=CC12)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MALFUD","",2663.06,2258.38,0.67,0.79,0.85,4.68,5.72,51.44,"Cu","","","Yes",7.44,5.15,7.43,"P-421c",17.25,17.25,15.35,90.0,90.0,90.0,4570.42,"","","4-(3,5-dimethyl-4H-1,2,4-triazol-4-yl)benzoate",217.22,"CC1=NN=C(N1C1=CC=C(C(=O)O)C=C1)C","OC(=O)c1ccc(cc1)n1c(C)nnc1C","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MANLIX","",2396.52,1830.88,0.63,0.83,0.76,4.35,5.59,45.23,"Zn","","","No",8.68,5.48,8.68,"Ia-3d",32.2,32.2,32.2,90.0,90.0,90.0,33380.03,"","","3,3',5,5'-tetrakis(4-Pyridyl)-1,1-bimesityl","","N1=CC=C(C=C1)C1(CC(CC(C1)(C)C1=CC=NC=C1)(C)C1(CC(CC(C1)(C)C1=CC=NC=C1)(C)C1=CC=NC=C1)C)C","CC1(CC(C)(CC(C1)(C)c1ccncc1)c1ccncc1)C1(C)CC(C)(CC(C1)(C)c1ccncc1)c1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MANLOD","",2650.85,1873.58,0.67,0.94,0.71,4.67,6.12,46.1,"Cd","","","No",8.56,5.36,8.36,"Ia-3d",32.73,32.73,32.73,90.0,90.0,90.0,35052.47,"","","3,3',5,5'-tetrakis(4-pyridyl)bimesityl","","N1=CC=C(C=C1)C1(C(C(=CC(C1)(C)C1=CC=NC=C1)C)=C1C(=CC(CC1(C)C1=CC=NC=C1)(C)C1=CC=NC=C1)C)C","CC1=CC(C)(CC(C1=C1C(=CC(CC1(C)c1ccncc1)(C)c1ccncc1)C)(C)c1ccncc1)c1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAQBEO","",1963.61,1838.21,0.63,0.67,0.94,3.79,4.74,46.63,"Zn","","","Yes",9.0,4.64,9.0,"P-1",16.83,16.96,17.03,94.81,95.55,91.61,4819.5,"","","2,2',6,6'-tetramethoxybiphenyl-4,4'-dicarboxylate","","COC1=C(C(=CC(=C1)C(=O)O)OC)C1=C(C=C(C=C1OC)C(=O)O)OC","COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)O)OC)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAQBIS","",3176.61,2143.5,0.73,1.08,0.67,5.33,6.97,50.57,"Cu","","","Yes",11.36,8.59,11.36,"P21/n",15.3,39.69,21.59,90.0,107.4,90.0,12516.88,"","","2,2',6,6'-tetramethoxybiphenyl-4,4'-dicarboxylate","","COC1=C(C(=CC(=C1)C(=O)O)OC)C1=C(C=C(C=C1OC)C(=O)O)OC","COc1cc(cc(c1c1c(OC)cc(cc1OC)C(=O)O)OC)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAVRAE","NJU-Bai3",3385.48,2066.56,0.78,1.28,0.61,5.58,7.69,50.86,"Cu","","","Yes",14.86,11.28,14.86,"P63/mmc",18.7,18.7,49.75,90.0,90.0,120.0,15069.13,"","","5-(4-carboxylatebenzoylamine)isophthalate",329.261,"C(=O)(O)C1=CC=C(C(=O)NC=2C=C(C=C(C(=O)O)C2)C(=O)O)C=C1","O=C(c1ccc(cc1)C(=O)O)Nc1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAWTUC","D-NTU-18",1490.35,1588.39,0.59,0.55,1.07,3.18,3.96,43.96,"Zn","","","Yes",5.33,4.95,5.33,"P43",12.49,12.49,9.78,90.0,90.0,90.0,1524.32,"","","N-(pyridin-4-ylmethyl)-D-alaninate",180.2,"N1=CC=C(C=C1)CN[C@H](C)C(=O)O","C[C@H](C(=O)O)NCc1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAWVAK","L-NTU-18",1777.38,1765.23,0.62,0.62,0.99,3.55,4.43,46.04,"Zn","","","Yes",5.71,5.4,5.71,"P41",12.8,12.8,9.98,90.0,90.0,90.0,1635.78,"","","N-(Pyridin-4-ylmethyl)-L-alaninate",180.2,"N1=CC=C(C=C1)CN[C@@H](C)C(=O)O","C[C@@H](C(=O)O)NCc1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEHMET","NU-111",4647.28,1899.79,0.83,2.04,0.41,7.12,10.71,49.02,"Cu","","","Yes",21.82,9.07,13.94,"Fm3m",48.89,48.89,48.89,90.0,90.0,90.0,116879.96,"","","1,3,5-tris(4-(3,5-Dicarboxylatephenyl)buta-1,3-diyn-1-yl)benzene",714.6,"C(=O)(O)C=1C=C(C=C(C1)C(=O)O)C#CC#CC1=CC(=CC(=C1)C#CC#CC1=CC(=CC(=C1)C(=O)O)C(=O)O)C#CC#CC1=CC(=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1cc(C#CC#Cc2cc(C#CC#Cc3cc(cc(c3)C(=O)O)C(=O)O)cc(c2)C#CC#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILROQ","",2683.42,1609.68,0.78,1.29,0.6,4.71,7.11,45.9,"Cu","","","Yes",19.72,10.84,19.27,"P42/nmc",39.71,39.71,27.2,90.0,90.0,90.0,42882.02,"","","4-(4-Carboxylatephenyl)-3,5-dimethylpyrazolate","","C(=O)(O)C1=CC=C(C=C1)C=1C(N=NC1C)(C(=O)O)C","OC(=O)c1ccc(cc1)C1=C(C)N=NC1(C)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIPHEA","",2167.58,1624.67,0.65,0.87,0.75,4.05,5.49,43.57,"Mn","","","Yes",12.06,8.65,12.04,"C2221",18.52,57.38,48.82,90.0,90.0,90.0,51865.33,"","","3,3'-dihexyl-2,2'-bithiophene-5,5'-dicarboxylate",422.6,"C(CCCCC)C1=C(SC(=C1)C(=O)O)C=1SC(=CC1CCCCCC)C(=O)O","CCCCCCc1cc(sc1c1sc(cc1CCCCCC)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIXBAY","",3609.3,2311.05,0.75,1.18,0.64,5.86,7.62,52.8,"Cu","","","Yes",11.02,7.37,10.14,"P321",18.14,18.14,18.11,90.0,90.0,120.0,5162.13,"","","5,5'-(1,4-phenylenebis(1H-1,2,3-triazole-4,1-diyl))diisophthalate",540.4,"C1(=CC=C(C=C1)C=1N=NN(C1)C=1C=C(C=C(C(=O)O)C1)C(=O)O)C=1N=NN(C1)C=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)n1nnc(c1)c1ccc(cc1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIXBEC","",3610.7,2322.53,0.76,1.18,0.64,5.86,7.62,53.05,"Cu","","","Yes",12.41,6.45,12.41,"Fmmm",24.99,28.21,38.87,90.0,90.0,90.0,27405.91,"","","5,5'-(1,3-phenylenebis(1H-1,2,3-triazole-4,1-diyl))diisophthalate",540.4,"C1(=CC(=CC=C1)C=1N=NN(C1)C=1C=C(C=C(C(=O)O)C1)C(=O)O)C=1N=NN(C1)C=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(cc(c1)C(=O)O)n1nnc(c1)c1cccc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIXBIG","",3206.74,2384.9,0.73,0.99,0.74,5.36,6.75,53.87,"Cu","","","Yes",10.49,6.39,9.83,"C2/m",49.19,37.42,16.05,90.0,103.49,90.0,28728.04,"","","5,5'-(1H-1,2,3-triazole-1,4-diyl)diisophthalate",397.3,"N1(N=NC(=C1)C=1C=C(C=C(C(=O)O)C1)C(=O)O)C=1C=C(C=C(C(=O)O)C1)C(=O)O","OC(=O)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOCKAR","",3112.76,2330.25,0.74,0.99,0.75,5.25,6.67,53.51,"Cu","","","Yes",10.84,6.73,10.55,"R-3",18.8,18.8,31.28,90.0,90.0,120.0,9569.34,"","","trans-Stilbene-3,3',5,5'-tetracarboxylate",352.254,"C1(=CC(=CC(=C1)C(=O)O)C(=O)O)\C=C\C1=CC(=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1cc(/C=C/c2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOKVOZ","",3550.19,2572.52,0.74,1.02,0.72,5.79,7.14,55.69,"Cu","","","Yes",13.25,6.01,13.25,"R-3m",18.39,18.39,52.25,90.0,90.0,120.0,15294.56,"","","5,5'-anthracene-2,6-diyldibenzene-1,3-dicarboxylate",506.5,"C1=C(C=CC2=CC3=CC(=CC=C3C=C12)C=1C=C(C=C(C1)C(=O)O)C(=O)O)C=1C=C(C=C(C1)C(=O)O)C(=O)O","OC(=O)c1cc(cc(c1)c1ccc2c(c1)cc1c(c2)cc(cc1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOXPIZ","",2944.96,1876.75,0.71,1.12,0.64,5.04,6.88,47.06,"Cu","","","Yes",10.81,10.12,10.81,"Pban",39.95,15.03,16.25,90.0,90.0,90.0,9760.23,"","","tetrakis((4-(Pyridin-4-yl)phenexy)methyl)methane",748.9,"N1=CC=C(C=C1)C1=CC=C(OCC(COC2=CC=C(C=C2)C2=CC=NC=C2)(COC2=CC=C(C=C2)C2=CC=NC=C2)COC2=CC=C(C=C2)C2=CC=NC=C2)C=C1","n1ccc(cc1)c1ccc(cc1)OCC(COc1ccc(cc1)c1ccncc1)(COc1ccc(cc1)c1ccncc1)COc1ccc(cc1)c1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOXPUL","",2156.89,1605.86,0.69,0.93,0.74,4.04,5.65,44.6,"Cu","","","No",12.29,11.96,12.29,"P42/n",30.34,30.34,7.42,90.0,90.0,90.0,6831.64,"","","tetrakis((3-Methyl-4-(4-pyridinyl)phenoxy)-methyl)methane",805.0,"CC=1C=C(OCC(COC2=CC(=C(C=C2)C2=CC=NC=C2)C)(COC2=CC(=C(C=C2)C2=CC=NC=C2)C)COC2=CC(=C(C=C2)C2=CC=NC=C2)C)C=CC1C1=CC=NC=C1","Cc1cc(OCC(COc2ccc(c(c2)C)c2ccncc2)(COc2ccc(c(c2)C)c2ccncc2)COc2ccc(c(c2)C)c2ccncc2)ccc1c1ccncc1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUBZOA","",4506.52,1990.25,0.81,1.84,0.44,6.95,10.09,49.56,"Zr","","","No",18.73,7.12,18.73,"R-3r",22.07,22.07,22.07,90.0,90.0,90.0,10751.43,"","","4,4',4'',4'''-([1,1'-biphenyl]-3,3',5,5' tetrayltetrakis(ethyne-2,1 diyl))tetrabenzoate",730.7,"C1(=CC(=CC(=C1)C#CC1=CC=C(C(=O)O)C=C1)C#CC1=CC=C(C(=O)O)C=C1)C1=CC(=CC(=C1)C#CC1=CC=C(C(=O)O)C=C1)C#CC1=CC=C(C(=O)O)C=C1","OC(=O)c1ccc(cc1)C#Cc1cc(cc(c1)C#Cc1ccc(cc1)C(=O)O)c1cc(C#Cc2ccc(cc2)C(=O)O)cc(c1)C#Cc1ccc(cc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUFZIY","",1059.38,1374.55,0.54,0.41,1.3,2.62,3.15,42.16,"Cd","","","Yes",5.12,4.22,4.98,"P21/n",11.83,14.5,21.1,90.0,100.65,90.0,3558.51,"","","3,3'-(pyridine-2,5-diyl)dibenzoate",319.3,"N1=C(C=CC(=C1)C=1C=C(C(=O)O)C=CC1)C=1C=C(C(=O)O)C=CC1","OC(=O)c1cccc(c1)c1ccc(cn1)c1cccc(c1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUTDIQ","",1868.21,1694.67,0.64,0.71,0.91,3.67,4.77,45.44,"Mn","","","Yes",8.28,3.7,8.27,"I41/a",19.69,19.69,20.1,90.0,90.0,90.0,7794.66,"","","5'-(pyridin-2-yl)-3,3'-bi-1,2,4-triazolate","","N1=C(C=CC=C1)C1=NC(N=N1)=C1N=NC(=N1)C(=O)O","OC(=O)C1=NC(=C2N=NC(=N2)c2ccccn2)N=N1","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NACYAU","gamma-MUF-10",4333.14,2547.85,0.75,1.27,0.59,6.74,8.48,54.46,"Zn","","","Yes",9.59,6.44,9.31,"P212121",17.17,32.19,32.93,90.0,90.0,90.0,18197.26,"","","6,7-diphenyldibenzo[e,g][1,4]diazocine-3,10-dicarboxylate",446.453,"C1(=CC=CC=C1)C=1C(=NC2=C(C3=C(N1)C=C(C=C3)C(=O)O)C=CC(=C2)C(=O)O)C2=CC=CC=C2","OC(=O)c1ccc2-c3ccc(cc3N=C(C(=Nc2c1)c1ccccc1)c1ccccc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NACZUP","alpha-MUF-9",1272.45,1571.97,0.56,0.45,1.24,2.9,3.47,44.36,"Zn","","","No",8.1,3.88,8.1,"P-43m",17.2,17.2,17.2,90.0,90.0,90.0,5088.45,"","","6,7-diphenyldibenzo[e,g][1,4]diazocine-3,10-dicarboxylate",446.453,"C1(=CC=CC=C1)C=1C(=NC2=C(C3=C(N1)C=C(C=C3)C(=O)O)C=CC(=C2)C(=O)O)C2=CC=CC=C2","OC(=O)c1ccc2-c3ccc(cc3N=C(C(=Nc2c1)c1ccccc1)c1ccccc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NACZUP01","alpha-MUF-9",1270.27,1569.27,0.56,0.45,1.24,2.89,3.46,44.33,"Zn","","","No",7.92,3.91,7.92,"P-43m",17.2,17.2,17.2,90.0,90.0,90.0,5088.45,"","","6,7-diphenyldibenzo[e,g][1,4]diazocine-3,10-dicarboxylate",446.453,"C1(=CC=CC=C1)C=1C(=NC2=C(C3=C(N1)C=C(C=C3)C(=O)O)C=CC(=C2)C(=O)O)C2=CC=CC=C2","OC(=O)c1ccc2-c3ccc(cc3N=C(C(=Nc2c1)c1ccccc1)c1ccccc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NACZUP03","alpha-MUF-9",1265.67,1569.22,0.56,0.45,1.24,2.89,3.46,44.44,"Zn","","","No",8.18,3.82,8.18,"P-43m",17.18,17.18,17.18,90.0,90.0,90.0,5070.19,"","","6,7-diphenyldibenzo[e,g][1,4]diazocine-3,10-dicarboxylate",446.453,"C1(=CC=CC=C1)C=1C(=NC2=C(C3=C(N1)C=C(C=C3)C(=O)O)C=CC(=C2)C(=O)O)C2=CC=CC=C2","OC(=O)c1ccc2-c3ccc(cc3N=C(C(=Nc2c1)c1ccccc1)c1ccccc1)C(=O)O","No","","","","","","","","","","","","","","","","","","","","","","","","","",""
